video_id,question_id,question_type,timestamp (s),question,correct_answer
2798,8.0,description,5.5,what other food items are available at the picnic spot mentioned on the sign?,coca-cola and snacks
2798,10.0,description,7.2,what type of vehicle is parked in front of the white structure?,silver taxi
2807,12.0,description,8.8,what services can i get at gokul opticals?,eye care services at gokul opticals.
2808,2.0,description,2.2,which building has the name s. harishankar gold plaza written on it?,on it is the tall building on the right side
2815,15.0,description,7.8,which group classifications are mentioned on the board above the cloth mall?,"group – ii, iii, iv"
2817,2.0,description,2.2,which institution is celebrating three decades in education?,chirec international
2817,11.0,description,7.2,what specific message is written on the large blue billboard ahead of me on the left?,shree xtra 550
2818,9.0,description,7.2,which ad is visible for an upcoming product or service?,shree xtra 550
2820,2.0,description,2.2,which hospital is advertised on the billboards on the right?,citizens specialty hospital
2820,4.0,description,3.8,what advertising product is displayed on the top-left billboard?,xtra 550
2821,7.0,description,5.5,which hospital is mentioned on the billboard to my right?,citizens specialty hospital
2822,9.0,description,7.2,which car dealership or company can be seen from the back window of the red car?,kun united
2822,13.0,description,8.8,what is the name of the specialty hospital on the billboards?,citizens
2823,6.0,description,5.5,what is the model name shown on the badge of the red car?,eon
2823,12.0,description,8.8,what is the license plate of the red hyundai eon in front?,ts07ue3824
2825,5.0,description,3.8,which company or brand is advertised on the rear windshield of the red car?,kunzunited
2825,9.0,description,7.2,what curriculum or educational board is chirec international school affiliated with?,cbse
2826,10.0,description,7.2,what is the phone number displayed on the bus?,9866461201
2826,11.0,description,7.2,which educational institution is being celebrated on the school bus?,chirec
2826,13.0,description,8.8,which school does the yellow bus belong to?,chirec
2826,15.1,description,7.8,what is the license plate of the yellow bus?,ap 28 te 5765
2826,15.2,description,2.2,what is the license plate of the yellow bus?,have no idea
2827,4.0,description,3.8,what are the services offered by the shop with the sign classic car decors?,advanced vehicle beautification
2827,9.0,description,7.2,which product is being advertised on the large billboard and what is its key feature?,"shree xtra 550, next gen 3x ribbed bars"
2830,1.0,description,2.2,what services does ncl wall care offer?,wall care solutions
2830,14.0,description,8.8,what is the contact number displayed on the gati kwe truck ?,1800-180-4284
2830,15.0,description,7.8,what is the speed limit for trucks in kansai?,there is no visible signage indicating the speed limit
2836,14.0,description,8.8,which company’s advertisement is displayed on the left side?,cera
2836,15.0,description,7.8,what is the registration number of the tsrtc bus?,ts08ua3866
2838,6.0,description,5.5,which shop appears to offer large discounts or special offers?,big c
2838,10.0,description,7.2,"what company is the bus associated with, and what is its slogan?","aurobindo, committed to healthier life!"
2843,1.0,description,2.2,what are the health benefits advertised?,give age old nawab traditions & good health to new born children
2843,9.0,description,7.2,what is the registration number of the black car next to the yellow van?,ap3 dg 6882
2845,15.0,description,7.8,"what name is written on the yellow buses, and is there a specific school or institution they belong to?","narayana, indicating they belong to narayana institution"
2846,9.0,description,7.2,could you tell me the brand name of the bus?,tata
2848,3.0,description,3.8,what is the brand advertised on the yellow billboard?,ultratech
2848,7.0,description,5.5,which hotel is on the left side?,sagath sweet halls
2848,10.0,description,7.2,which lodge is advertising its services on the building to the left?,oyo
2848,14.0,description,8.8,what is the website mentioned on the back of the bus?,tsrtconline.in
2849,2.0,description,2.2,which shop near you deals with auto parts or decorative goods?,ks car decors
2849,15.0,description,7.8,what is the speed limit ?,40 km/h
2850,15.0,description,7.8,which fitness center is it?,real fitness
2851,1.0,description,2.2,are there any gyms?,real fitness
2851,13.0,description,8.8,which company is advertised on the bus nearby?,mylan
2854,1.0,description,2.2,what services does happy hospital offer?,"children & multi speciality, emergency 24x7"
2858,7.0,description,5.5,what is the license plate of the blue car?,ap09 bz 819
2858,8.0,description,5.5,which steel and cement suppliers have their advertisements?,sai balaji steel & cement
2858,12.0,description,8.8,what is the speed limit?,40 km/h
2859,4.0,description,3.8,what is the speed limit on this road?,the speed limit is 40
2861,1.0,description,2.2,which building am i passing by that has a restaurant sign with the word biryanis?,on the left side
2861,5.0,description,3.8,which brand name is written at the back of the orange truck ahead of me?,eicher
2861,14.0,description,8.8,which shop or business is located above the orange vehicle and located on the left side?,chennai
2862,7.0,description,5.5,which sign indicates the name of the clothing store on my left?,just for u
2862,12.0,description,8.8,which advertisements are displayed on the billboard ?,advertisements featuring a man in yellow and a woman in blue and red
2863,1.0,description,2.2,which store am i currently passing by on my left side?,just for u
2864,1.0,description,2.2,what is the license plate of the red car ahead of me?,ts09ey6740
2866,6.0,description,5.5,when is the movie bluff master scheduled for release?,28-dec
2868,1.0,description,2.2,what is the bus number that's on the left side of the road?,ap11z 6531
2868,2.0,description,2.2,which multiplex cinema is visible on our left?,inox
2868,13.0,description,8.8,what is the speed limit on this road?,40
2871,4.0,description,3.8,which commercial building is on the left side of the road?,balaji empire
2871,6.0,description,5.5,which vehicles have the sign please sound horn on them?,eicher truck
2871,9.0,description,7.2,what brand is written on the back of the truck?,eicher
2875,10.0,description,7.2,what is the speed limit on this road?,40 km/h
2878,8.0,description,5.5,what is the contact number for prathima hospitals?,43 45 43 45
2878,9.0,description,7.2,could you tell me the name of the hospitals shown in the advertisement board on the right?,prathima hospitals
2878,10.0,description,7.2,"what is the phone number for kennedy high, the global school?",6464647768
2878,15.0,description,7.8,what is the contact number for any inquiries about the pudami schools bus service?,8790998404
2879,3.0,description,3.8,what is the recognition status of the pudami school bus according to the government?,recognised by govt. of ts
2882,5.0,description,3.8,which bus belongs to kennedy high?,the yellow bus
2882,7.0,description,5.5,which school's bus is passing by on my left side?,kallam anji reddy vidyalaya
2882,8.0,description,5.5,which establishment is located between the bar and samasthi billboards?,indu
2882,12.0,description,8.8,what is advertised on the large billboard?,samashti
2882,15.0,description,7.8,which company provides car rentals as seen on the green bus?,right cars
2884,9.0,description,7.2,which advertisement is repeated on multiple buildings?,the red and white advertisement for unlimited store
2884,14.0,description,8.8,what is the contact number for the mount awarded school in telangana that is on the billboard?,9248 111 441
2885,1.0,description,2.2,what is the contact number for the school advertised as the most awarded school in telangana?,9248 111 441
2885,15.1,description,7.8,what is the license plate of the silver car driving in front of me?,ts07ub9255
2885,15.2,description,1.2,what is the license plate of the silver car driving in front of me?,ts15ec7461
2886,3.0,description,3.8,what is the contact number i should call for more information about the most awarded school in telangana?,9248 111 441
2886,6.1,description,5.5,which school buses am i seeing frequently?,kennedy high
2886,6.2,description,7.8,which school buses am i seeing frequently?,geetanjali school
2892,6.0,description,5.5,what kind of services does the porter truck provide?,logistics and transport services
2893,9.0,description,7.2,which bus is associated with delhi public school?,the yellow school bus
2893,11.0,description,7.2,which dental clinic is visible on the left side of the road?,focus dental
2895,2.0,description,2.2,what is the contact number of the sanskrit school?,ph: +91 72071 52222
2895,5.0,description,3.8,what opportunity does the sanskriti school advertisement on the bus mention?,lifetime franchisee opportunity
2895,6.0,description,5.5,what maneuver is allowed?,u-turn
2895,12.0,description,8.8,what advertisement or message is displayed on the billboard with the “srkara” text on it?,srkara hospital services
2895,14.0,description,8.8,which authority or organization is mentioned on the traffic police sign?,cyberabad traffic police
2896,1.0,description,2.2,which school  is shown on the yellow bus?,sanskriti school
2896,6.0,description,5.5,what type of advertisement is displayed on the billboard near the srikara hospital?,for a hospital
2896,7.0,description,5.5,what services does srikara offer based on the billboard?,hospital services
2897,2.1,description,2.2,what is the speed limit on this road?,40 km/h
2897,2.2,description,8.2,what is the speed limit on this road?,40 km/h
2897,8.0,description,5.5,which building has a sign for srikara clinics and diagnostics?,the building with the srikara clinics and diagnostics sign is on the left side
2898,1.0,description,2.2,what is the contact number for srikara hospitals?,040 4747 0000
2898,2.0,description,2.2,which service related to technology does the hospital advertising robotics offer?,joint replacements
2899,6.1,description,2.2,which mall is located on the left side of the street?,jsr mall
2899,6.2,description,8.2,which mall is located on the left side of the street?,jsr mall
2899,9.0,description,7.2,which bus service is currently passing by in the left lane?,mylan
2899,10.0,description,7.2,what is the phone number listed on the srikara hospitals sign?,040 4747 0000
2899,12.0,description,8.8,which sign mentions the availability of furniture items for home and office use?,furniture mart sign
2900,3.0,description,3.8,what do the signs suggest about the affordability and quality of furniture available at furniture mart?,quality need not be expensive
2913,13.0,description,10.5,what warning does the text on the back of the truck?,horn please
2916,15.0,description,8.8,which group of institutions is it?,cmr group of institutions
2923,1.0,description,2.5,what is the primary message of the large billboard on the right side?,make space for everyone
2923,9.0,description,8.5,what are the names of the establishments located on my left side ?,"new bhavani wines, saiteja , suguna"
2927,5.0,description,3.8,what is the brand name of the tractor?,mahindra
2927,6.2,description,3.6,which license plate can i identify from the motorcycles passing by?,ap 28 bt 8419
2927,6.3,description,7.2,which license plate can i identify from the motorcycles passing by?,ap 09 be 1722
2927,7.0,description,5.5,what message is written on the back of the yellow tank regarding safety measures?,sound horn
2927,9.0,description,7.2,what is the registration number of the yellow tank vehicle in front of me?,ap26tb4249
2927,13.0,description,9.0,what is the name of the auto-rickshaw service?,ola auto
2929,9.0,description,7.2,"what kind of product is being advertised with amazing products, crazy prices?",ikea furniture
2929,12.0,description,8.8,what mode of transportation would be best to reach the location advertising crazy prices?,"by car, as it is the most common mode visible"
2929,13.0,description,8.8,what is the license plate of the white car in front of me?,ts06ub5814
2934,7.0,description,5.5,what is the registration number of the black scorpio car ahead of me?,ka 34 m 3430
2934,9.0,description,7.2,could you tell me the registration number of the yellow vehicle in front of the black car?,ap 26 tb 4249
2934,14.0,description,8.8,which vehicles ahead of me are registered in the state of telangana?,ts 15 ef 8730 and ts15 eu 2906
2935,1.0,description,2.2,what company services the black suv?,bellary motors
2935,2.0,description,2.2,which scooter has the license plate starting with ts15?,the one with the text ts15 eu2906
2935,5.0,description,3.8,which license plates are visible on the vehicles?,"ka 34 m 3430, ts15 ef 8730, ts15 eu 2906"
2935,6.0,description,5.5,what is the model of the black suv in front of me?,scorpio slx
2936,6.0,description,5.5,which dealership or service center is associated with the black suv ahead?,bellary motors
2937,1.0,description,2.2,which vehicle model from bellary motors is in front of me?,scorpio slx
2937,2.0,description,2.2,what is the license plate of the car directly behind of the yellow truck?,ts 15 ef 8730
2937,4.0,description,3.8,what is the registration number of the black car in front of me?,ka 34 m 3430
2940,5.0,description,3.8,which school does the yellow bus belong to?,"delhi public school, hyderabad"
2940,12.0,description,8.8,what is the license plate of the silver car?,ts07uf0280
2941,1.0,description,2.2,which market is located on the left?,s.s. china bazar
2941,2.0,description,2.2,which business is advertised on the billboard above the market?,space
2941,5.0,description,3.8,which advertisement mentions the best upcoming school?,the purple billboard on the right side
2941,13.0,description,8.8,what is the contact number for more information about the space apartments advertised on the large billboard?,1860 258 4444
2941,15.0,description,7.8,what organization awarded the school as the best upcoming school?,awarded by times of india
2942,5.0,description,3.8,could you tell me the name of the school that operates the yellow bus?,"delhi public school, hyderabad"
2946,3.0,description,3.8,what‘s number of the bus?,31
2949,4.0,description,3.8,what business is c.r.i. pumps?,vasavi polymers
2949,13.0,description,8.8,which company is advertised on the blue banner?,sugna metals ltd
2949,15.0,description,7.8,"which banners mention the word rainbow,?",the yellow banners mentioning rainbow and providing contact information
2962,1.0,description,2.2,what is the phone number for leadspace?,7396001111
2962,5.0,description,3.8,when is the grand opening event for the new store?,43468
2963,1.0,description,2.2,where's the grand opening coming up?,maangalya
2963,5.0,description,3.8,which ride-sharing service can be identified in front of me?,uber
2963,8.0,description,5.5,"which school is shown on the yellow bus, and where might the bus be headed?","the global edge school, possibly to the school or a nearby location"
2968,9.0,description,7.2,what shops are there?,ikea
2969,4.0,description,3.8,what is the contact number for in out?,65583416 or 23772005
2969,5.0,description,3.8,which company is advertising amazing products at crazy prices?,ikea
2969,7.0,description,5.5,what are the prices listed for the products on the damro advertisement and how do they compare?,"22,990 ,15,790,and 6,990, with 22,990 being higher"
2970,2.0,description,2.2,what are the prices of the items advertised on the damro billboard?,"now 22,990; now 6,990; now 15,790"
2970,4.0,description,3.8,what are the locations or businesses mentioned in the signs ?,"ikea, 7 bakers, bharatgas, leadspace"
2970,5.0,description,3.8,which advertisement promotes a sale and what is its theme?,the ikea advertisement promotes a sale with the theme amazing products. crazy prices.
2970,15.0,description,7.8,which school is thanking parents for trusting them?,meru international school
2976,2.0,description,2.2,what information can i see on the billboard next to the expert engineering building?,phone number
2976,4.0,description,3.8,what is the contact number of triveni schools?,ph: 8885577760-61
2976,10.0,description,7.2,what contact numbers are provided for expert engineering?,"9346349908, 9059405949"
2977,4.0,description,3.8,what is the contact number for bhaskar ads?,9550642626
2977,6.0,description,5.5,what is the phone number about leadspace?,7396001111
2977,11.0,description,7.2,which billboard mentions a story about a stroke and love?,his stroke changed our life. but not our love
2978,13.0,description,8.8,what is the contact number for hilight?,9849000056
2979,5.1,description,3.8,which school bus is in front of me on the road?,rao's my techno school
2979,5.2,description,8.8,which school bus is in front of me on the road?,rao's my techno school
2979,11.0,description,7.2,is there a recurring theme or common business related to the phone numbers that i see on the billboards?,advertising spaces
2980,3.0,description,3.8,what is the number to rent outdoor advertising?,9985 999 888
2980,4.0,description,3.8,which company is offering advertising space with the phone number displayed?,out space advertising
2980,12.0,description,8.8,what is the license plate of the white car in front?,ts08fk1843
2981,2.0,description,2.2,which bank seems to be most prominently advertised?,kotak mahindra bank
2981,10.0,description,7.3,which shop is located on the left side that sells hats?,famous hat works
2981,14.0,description,8.8,what is written on the back of that red vehicle?,mail
2983,1.0,description,2.2,what does the triangular road sign indicate about traffic conditions ahead?,there is a side road joining from the left
2988,3.0,description,3.8,what is the delivery truck on the right advertising?,vijaya milk
2988,13.0,description,8.8,what is written on the back of the red vehicle in front of me?,mail
2988,15.0,description,7.8,what is the registration number of the mail van ahead of me?,ap-09 y-2660
2989,1.0,description,2.2,what is the license plate of the red vehicle i am following?,ap-09 y-2660
2989,2.0,description,2.2,which word indicates the purpose of the red vehicle in front of me?,mail
2989,12.0,description,8.8,what signs should i be aware of on the back of the red vehicle?,stop
2989,15.0,description,7.8,what hotels are nearby,hotel tourist place
2998,2.0,description,2.2,which service do these auto-rickshaws belong to?,ola auto
2998,3.0,description,3.8,what does the red sign on the left indicate?,mail
2998,15.1,description,1.8,what are the license plates of the auto-rickshaws visible?,ts09ec4157
2998,15.2,description,5.5,what are the license plates of the auto-rickshaws visible?,ap29ah5822
2999,1.0,description,2.2,what is written on the red truck in front of me?,mail
2999,12.0,description,8.8,what vehicle is directly obstructing my view of the sign subsubst-9?,the scooter
3000,5.0,description,3.8,which auto rickshaw is associated with ola auto?,the auto rickshaw on the right
3000,8.0,description,5.5,"what does subsust-10 refer to, and is there any significance to it?",subsust-10 likely refers to a specific infrastructure component or area designation relevant to the construction zone
4001,5.0,description,3.8,what type of service does the vehicle with the website offer?,famous charcuterie wholesale catering
4001,12.0,description,8.8,who is featured on the advertisement on the right side of the red bus?,the grinch
4003,1.0,description,2.2,what are the pharmacy hours at boots?,the pharmacy hours are not displayed
4003,6.0,description,5.5,what company is advertised on the big billboard?,air china
4003,9.0,description,7.2,which airline is being advertised?,air china
4003,14.0,description,8.8,what brand of car is advertised on the large billboard?,hyundai
4003,15.0,description,7.8,which store is next to the shop with the beauty sign?,gap
4008,3.0,description,3.8,what type of service does the french comte offer?,charcuterie wholesale catering
4015,8.0,description,5.5,what is the license plate of the van in front of me?,lf66 vxx
4016,5.0,description,3.8,which theater is shown on the advertisement displayed in front of the tall building?,body worlds
4016,9.0,description,7.2,what is the license plate of the black taxi in front of me?,ln14 xad
4016,14.0,description,8.8,which bus number is shown passing through this area?,159
4018,3.0,description,3.8,what event is happening according to the advertisement featuring the party starts...?,some fashion event
4018,8.0,description,5.5,which company’s advertisement  on the large screen to my right?,net-a-porter
4030,3.0,description,3.8,which company offers packing and sending services?,pack & send
4030,4.0,description,3.8,what company is associated with the blue van right ahead of me?,pack & send
4030,8.0,description,5.5,what is the contact phone number for capital waste listed on the truck?,020 7998 6242
4030,11.0,description,7.2,which services does the capital waste truck advertise?,"office waste removal, warehouse clearance, domestic waste removal, strip out services, asbestos removal"
4031,1.0,description,2.2,what kind of business is advertised on the back of the white van?,fromage charcuterie wholesale catering
4035,4.0,description,3.8,which route is the red bus on my left taking?,91
4036,1.0,description,2.2,which route number is the bus ahead of me?,t2
4036,2.0,description,2.2,what is the name of the tour company that operates the bus in front of me?,the original tour
4036,6.0,description,5.5,what's the license plate of the car  in front of me?,mv62 rke
4036,11.0,description,7.2,could you tell me the website address on the van beside me?,www.bowleswyer.co.uk
4039,1.0,description,2.2,what is the route number of the bus on the left?,23
4039,4.0,description,3.8,what bus route should i take to get to acton green?,take the 94 bus route
4039,12.0,description,8.8,what infant product is advertised on the bus  in front of me?,wellbaby
4063,12.0,description,8.8,which vehicle in front of me is for flower delivery?,isle of flowers
4063,15.0,description,7.8,which vehicle’s number plate reads ef16 xtb?,isle of flowers
4065,2.0,description,2.2,which company is on the white truck and what services might they offer?,"hire it, and they offer event furniture"
4066,6.0,description,5.5,what is the environmental certification status of the fancor waste disposal company?,environment agency registered waste carrier
4066,14.0,description,8.8,which shop has the message reuse rewear relove on its facade?,the royal trinity hospice
4068,1.0,description,2.2,what are the hours when this street is a pedestrian zone?,10 am - 4 pm
4068,7.0,description,5.5,what type of food does the tuk tuk stick 'n' grill sell?,fresh & fast fusion food
4070,4.0,description,3.8,what is the contact number about event furniture rentals?,0203 176 6848
4070,6.0,description,5.5,which company slogan can give me a hint about the kind of furniture this company provides?,inspiring event furniture
4070,13.0,description,8.8,what services does hire it offer?,inspiring event furniture
4072,7.0,description,5.5,which company is providing event furniture?,hire it
4072,8.0,description,5.5,how many days a week is screwfix open?,7 days
4072,15.0,description,7.8,what is the contact number about hiring event furniture?,0203 176 6848
4075,4.0,description,3.8,what are the dietary benefits listed for the whole shabang falafel?,"100% vegetarian, vegan and gluten free"
4075,8.0,description,5.5,what is the contact number for 'the flowered corner' to place an order?,020 7221 3320
4075,10.0,description,7.2,what kind of products are available at the flowered corner?,flowers for all occasions
4087,13.0,description,8.8,what does the off licence store sell and how often is it open each week?,the store sells alcohol and is open 7 days a week
4093,1.0,description,2.2,what is written on the back of the truck i am following?,hire it
4094,4.0,description,0.2,what are the opening hours of the off licence store?,open 7 days a week
4094,6.0,description,5.5,what is the license plate of the car in front of me?,ve65 nzp
4094,13.0,description,8.8,what date is mentioned for the event on the bus?,2024-09-12 00:00:00
4095,6.0,description,5.5,what is written on the road ?,bus stop
4097,1.0,description,2.2,what is the contact number for hr building group's roofing services?,08456 44 87 55
4097,3.0,description,0.2,which license plate does the hr building group van have?,wg64 aox
4097,4.0,description,3.8,which company's van is in front of me?,hr building gpolp
4097,11.0,description,7.2,which vehicle in front of me is associated with the hr building group?,vehicle with license plate wg64 aox
4098,11.0,description,7.2,what services does the hire it truck offer?,inspiring event furniture
4099,2.0,description,0.2,which company is the van ahead from?,the van is from templant group
4099,8.0,description,5.5,what is the speed limit indicated on the van?,70
4099,9.0,description,7.2,which road  is on the left?,chesterton road
4100,1.0,description,2.2,what is the number of the building on the left?,54
4101,7.0,description,5.5,what company is the van in front associated with?,the van is associated with templant group
4101,8.0,description,5.5,what do the yellow road signs mean?,there is diverted traffic ahead
4104,13.0,description,8.8,what is the phone number for salon services delivery?,0208 451 2410
4110,2.0,description,2.2,which side of the street shows an advertisement for a performance or show?,the right side
4110,15.0,description,7.8,which play advertised is located on the right side of the street?,summer and smoke
4115,5.0,description,3.8,which company is delivering excellence via temperature controlled contract distribution?,subzero
4117,2.0,description,2.2,which bus number is ahead of me?,14
4117,6.0,description,5.5,which sandwich shop is visible on the right?,pomme de pain
4118,8.0,description,5.5,what business or service does the van in front of me provide?,salon services
4119,5.0,description,3.8,"which company is on the back of the truck in front of me, and what service do they provide?","the name of the company is subzero, and they provide temperature-controlled contract distribution"
4119,8.0,description,5.5,which company is responsible for the delivery truck services seen here?,subzero
4121,11.0,description,7.2,which days and times do the parking restrictions in the controlled zone apply?,mon-sat 8.30 am - 6.30 pm
4123,1.0,description,0.2,which store is located next to the street where the vehicles are unloading?,bloch
4123,10.0,description,7.2,what is the speed limit?,the speed limit is 20 mph
4124,2.0,description,2.2,what's the speed limit?,20 mph
4124,3.0,description,3.8,which musical is currently being advertised as a five-star triumph?,school of rock
4125,1.0,description,2.2,which sports center amt i passing by on my left?,oasis sports centre
4127,1.0,description,2.2,what's the speed limit?,the speed limit is 20
4163,8.0,description,5.5,which bus number is visible in front of me?,414
4165,1.0,description,0.2,which courier services does santis global provide?,"sameday courier, international courier, uk overnight courier, mail solutions, fulfilment"
4165,15.0,description,7.8,what is the license plate of the van in front of me?,eo16 dvw
4168,2.0,description,2.2,could you tell me the type of services provided by barry bros security?,property protection systems
4168,4.0,description,3.8,what is the contact number for barry bros security?,020 7262 9009
4168,7.0,description,5.5,what company is the security vehicle in front of us associated with?,barry bros. security
4171,4.0,description,3.8,what is the contact number for barry bros security?,020 7262 9009
4171,9.0,description,7.2,what's the licensing plate number of the van in front of me?,ln14 txj
4171,11.0,description,7.2,what appears to be the main service provided by the van directly in front of me?,property protection systems
4176,9.0,description,7.2,which security company is in front of me in traffic?,barry bros security
4176,10.0,description,7.2,what is the phone number for contacting barry bros security?,020 7262 9009
4176,15.0,description,1.0,what is the license plate of the barry bros security van?,ln14 txj
4177,13.0,description,8.8,which security company is on the van in front of me?,barry bros security
4183,8.0,description,5.5,what is the route number of the red double-decker bus ahead?,414
4183,9.0,description,7.2,which company’s van is in front of me?,barry bros security
4191,2.0,description,2.2,what is the restriction indicated by the red circular sign on the right?,no u-turns
4193,1.0,description,2.2,which bus tour company is it?,the original tour
4201,1.0,description,2.2,what is the slogan or motto on the back of the white vant?,"we make it happen,"
4201,7.0,description,5.5,what is the license plate of the vehicle in front of me?,ld67 cvh
4209,1.0,description,2.2,what company provides the security services for the area?,barry bros security
4209,6.0,description,5.5,what kind of services does the company advertised on the van offer?,property protection systems
4217,1.0,description,2.2,what is the advertisement on the bus promoting?,the hate u give
4217,13.0,description,8.8,what bus route should i take ahead?,take bus route 22
4217,15.0,description,7.8,which vehicle's license plate in front of me?,note down license plate lp67 dzu
4218,14.0,description,8.8,what are the two landmarks indicated by the road sign?,parliament square and trafalgar square
4225,1.0,description,2.2,what bus should i take to reach my destination?,bus number 22
4225,2.0,description,2.2,which car is directly ahead of me based on its license plate?,lp67 dzu
4228,14.0,description,8.8,what type of vehicle is ahead of the silver car with the license plate p222 sun?,a grey van
4231,1.0,description,2.2,what is the speed limit on this street?,20
4231,2.0,description,2.2,which restaurant is advertising live blues and boom barbecue on the left,the blues kitchen
4231,7.0,description,5.5,what are the operating hours of the blues kitchen?,not directly visible
4235,2.0,description,2.2,which company appears to be involved in rail services according to the text on the vehicles?,colas rail
4235,5.0,description,3.8,what is the speed limit for this road?,20
4240,1.0,description,2.2,what is the number of the bus route in front of me?,route 210
4240,3.0,description,3.8,what is the speed limit on this road?,20 mph
4240,15.0,description,7.8,which car ahead of me has the license plate starting with ya66?,the car with the license plate ya66 acf
4241,3.0,description,3.8,what is the advertisement featuring hailey baldwin promoting?,prettylittlething
4242,4.0,description,3.8,what types of food does the mexican restaurant offer?,"tacos, burritos, nachos, plates, and fajitas"
4242,9.0,description,7.2,which store sign do i see next to leyas?,superfi
4242,14.0,description,8.8,which company is operating the van directly in front of me?,colas rail
4242,15.0,description,7.8,what does the van next to me indicate as the company name?,co gas company
4245,6.0,description,5.5,the bus stop number located near waitrose?,b
4246,3.0,description,3.8,which supermarket is on the right side of the street?,lidl
4247,3.0,description,3.8,what type of food does the itsu shop on the left offer?,sushi & more
4252,1.0,description,2.2,what is the speed limit on this road?,there is no  speed limit on the road
4252,8.0,description,5.5,what services do the vans with colas rail and bidfood provide?,rail infrastructure services and bidfood delivers food
4253,1.0,description,2.2,what is the speed limit on this road?,20
4253,3.0,description,3.8,which shop appears to be available for purchase?,the shop that appears to be available for purchase is ram books
4253,11.0,description,7.2,what bus service is advertised on that red double-decker bus?,red dead redemption
4255,15.0,description,7.8,what is the phone number provided for the driving service advertised on the bus?,0800 169 2929
4257,6.0,description,5.5,what is the speed limit on this road?,20
4258,8.0,description,5.5,which realty company has a property for lease on this street?,claridges
4259,3.0,description,3.8,what is the destination of the red bus in front of me?,highgate village
4259,6.0,description,5.5,which store is located next to king fisher fish & chips?,electrical wholesales ltd
4259,9.1,description,7.2,what is the speed limit on this road?,30 mph
4259,9.2,description,0.2,what is the speed limit on this road?,there is no  speed limit here
4260,2.0,description,2.2,what are the operating hours for the sports direct store?,mon-sat 4 pm-7 pm sun 1 pm-7 pm
4260,14.0,description,8.8,what is the speed limit on this road?,20 mph
4266,2.0,description,2.2,what is the speed limit on this street?,the speed limit on this street is 20
4267,15.0,description,7.8,what service does the company interco offer?,commercial interior specialists
4273,3.0,description,3.8,what are the operating hours of the nearby gp surgery?,no gp surgery
4273,12.0,description,8.8,which advertisement is currently displayed on the bus that services the archway 17 route?,peterloo
4280,3.0,description,3.8,what kind of shop is crawford's in this street?,fine clothing
4283,12.0,description,8.8,what is the license plate of the white car in front of me?,lf14 mfj
4290,1.0,description,2.2,what is the contact number for the taxi service?,90 80 90 80
4290,2.0,description,2.2,which festival is being advertised on the billboard?,uncover belfast events festival
4294,2.0,description,2.2,which city am i currently in?,belfast
4294,8.0,description,5.5,what is one of the features of the car rental service advertised on the building?,great cars low rates free pick-up
4294,15.0,description,7.8,which event or festival am i informed about on the billboards?,uncover belfast events festival
4297,2.0,description,2.2,which bus service does the g2 bus belong to?,glider
4297,4.0,description,3.8,what are the parking restrictions on this street during weekdays?,urban clearway monday to friday 8.00-9.30 am 4.30-6.00 pm
4299,6.0,description,5.5,could you tell me the name of the building on the left side of the street?,citi
4299,10.0,description,7.2,what does the billboard say on the van in front of me?,kew electrical
4302,3.0,description,3.8,what is the color of the car with the license plate iez 6690?,blue
4303,3.0,description,3.8,"what is mentioned on the blue bus,?",urby nice to meet you
4305,3.0,description,3.8,what is the contact number on yellow board?,90 80 90 80
4313,6.0,description,5.5,what is the speed limit on this road?,50
4355,1.0,description,2.2,which musical is currently being advertised?,les misérables
4355,6.0,description,5.5,what are the license plate codes of the cars in front of me?,"wr18 wnl, sk60 uxh"
4355,9.0,description,7.2,what is the advertisement slogan for the musical being promoted on the billboard?,the musical phenomenon
4358,2.0,description,2.2,which travel company operates the bus ahead of me?,anderson travel
4358,4.0,description,3.8,what is the slogan on the white bus that passed by?,enjoy your journey
4358,6.0,description,5.5,which musical's advertisement can be seen?,les misérables
4358,15.0,description,7.8,"what kind of shows is the theater advertising, and how are they described?","the musical phenomenon, world's longest running musical"
4366,4.0,description,3.8,what type of food does the cafe leon specialize in?,naturally fast food
4369,5.0,description,3.8,what tour service is being advertised on the bus?,the original tour
4370,8.0,description,5.5,which travel company operates the white coach parked on the street?,anderson travel
4371,2.0,description,2.2,what musical or show is currently being advertised on the street?,dreamgirls
4371,14.0,description,8.8,"what is the advertisement on the back of the bus, and is it related to any upcoming event or need?","the advertisement says bus driver vacancies, which indicates an ongoing need for bus drivers"
4373,3.0,description,3.8,what is the opening season of the crystal maze live experience in london?,spring 2019
4373,5.1,description,3.8,what signs indicate that there are theaters for musicals ?,“the lion king” and aladdin.
4373,5.2,description,0.6,what signs indicate that there are theaters for musicals ?,blue billboard on the left
4374,3.0,description,3.8,what type of tour service is being advertised on the bus?,hop-on hop-off service
4376,2.0,description,2.2,which building number is next to 141 on this street?,143
4376,3.0,description,3.8,which shop is located at number 143?,paul.a.young
4377,9.0,description,7.2,which residences is located on this street?,st james residences
4380,6.0,description,5.5,what is the main message on the billboard advertisement?,james acaster
4389,6.0,description,5.5,when does the diversion end on this street?,when you see the diversion ends sign
4395,4.1,description,3.8,what is the license plate that can be seen ahead?,gk04 y jf
4395,4.2,description,8.9,what is the license plate that can be seen ahead?,lf63xzu
4395,6.0,description,5.5,what is the theme of the billboard advertisement on the right side of the street?,"the theme is if he's guilty, i'll fail."
4395,9.0,description,7.2,what kind of fuel does the bus in front use?,hydrogen
